SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-12-6917,1,1,0,1,0,0,0,0,1,0
000-67-0980,1,1,1,1,1,1,1,1,1,0
000-89-1848,0,1,0,1,1,1,1,0,1,0
000-77-9058,1,0,1,0,0,0,1,1,1,1
000-60-3879,0,1,0,0,1,1,0,0,1,1
000-00-7497,0,0,1,0,1,0,0,0,1,0
000-86-4400,1,1,1,1,0,0,0,1,1,0
000-91-4549,0,0,1,0,1,0,0,0,1,0
000-21-7435,1,0,0,0,0,1,1,1,0,0
000-80-0749,0,1,0,1,0,1,0,0,1,1
000-58-0699,0,0,0,1,1,0,0,0,0,1
000-56-0886,0,1,1,1,1,1,0,0,0,1
000-09-9517,0,0,0,1,1,1,0,1,0,0
000-22-9352,1,0,1,1,0,0,1,1,0,0
000-42-4493,1,0,1,1,1,1,0,1,1,1
000-72-4887,1,0,0,0,1,1,0,0,0,1
000-76-4019,1,1,1,1,1,1,1,0,0,0
000-37-3645,0,1,1,0,1,1,1,0,1,1
000-34-2340,1,1,0,0,0,0,1,1,0,1
000-59-2405,0,1,1,1,0,1,1,0,0,0
000-68-1526,0,0,1,1,1,0,0,1,1,1
000-40-6378,0,1,1,0,0,0,1,1,0,1
000-66-1944,1,0,0,0,0,0,1,1,0,0
000-06-4949,1,0,0,1,1,0,0,0,1,1
000-49-5227,0,1,0,1,1,1,0,1,0,0
000-26-4410,0,1,1,1,0,1,0,1,1,1
000-45-3024,1,1,1,1,1,1,1,1,0,0
000-58-6011,0,0,1,0,0,0,0,1,0,0
000-34-7975,0,0,1,0,1,0,0,1,1,1
000-84-1514,0,0,0,0,0,0,1,1,1,0
000-26-6856,1,1,0,1,1,1,1,0,0,0
000-99-0927,0,0,0,1,1,1,1,0,1,1
000-39-5323,1,1,1,0,0,0,0,1,1,0
000-57-9723,0,0,1,1,0,1,0,0,0,0
000-29-3458,0,1,1,1,1,0,0,1,0,1
000-53-8211,0,0,0,0,1,0,1,0,0,1
000-31-6813,0,1,0,1,0,0,1,0,0,0
000-68-0874,1,1,1,0,0,1,0,0,1,1
000-67-0062,0,0,1,0,0,0,1,1,0,1
000-31-7327,0,0,0,1,1,1,1,1,0,1
000-73-9852,0,0,1,1,1,1,0,1,0,0
000-20-5465,0,0,1,0,1,0,0,1,0,1
000-27-9098,1,1,0,1,0,1,1,0,0,1
000-16-6239,1,0,1,1,1,1,1,0,0,1
000-38-2382,0,1,0,0,0,1,1,1,1,1
000-85-6374,1,1,0,0,1,1,1,1,1,1
000-59-8015,0,1,0,0,1,1,0,0,1,0
000-41-2674,1,1,1,1,0,1,1,0,1,1
000-65-8645,0,0,0,1,0,0,1,1,0,0
000-37-5874,0,1,0,1,0,1,0,0,0,1
000-43-2569,0,1,0,0,0,0,1,1,0,0
000-47-2527,1,0,1,0,0,0,1,0,0,1
000-25-4178,1,1,1,0,0,0,0,1,0,0
000-25-8862,0,1,1,1,0,0,1,1,1,0
000-00-4768,0,1,0,0,1,0,0,0,0,1
000-28-6970,1,1,0,0,1,0,1,1,1,0
000-29-2428,0,1,1,0,1,1,0,0,1,1
000-44-3604,0,1,0,0,1,1,0,0,1,0
000-85-2852,0,0,0,0,0,0,1,1,0,1
000-73-6970,1,0,1,1,0,1,1,0,0,0
000-90-4119,1,0,0,1,0,0,0,1,1,0
000-72-2299,0,1,1,0,1,0,1,0,0,1
000-30-0235,0,0,0,0,1,1,0,0,1,0
000-14-5935,0,0,0,0,1,0,0,1,1,0
000-99-8894,0,0,1,0,0,1,1,0,0,1
000-65-6332,0,1,1,0,1,1,0,0,0,1
000-28-5450,0,1,0,0,0,1,0,0,1,1
000-96-2001,0,0,1,1,1,1,1,1,0,0
000-81-3213,0,0,0,0,0,0,0,1,1,1
000-33-5272,0,1,0,1,0,1,1,1,0,1
000-81-4934,0,1,1,1,0,1,1,1,0,0
000-37-3385,1,0,1,0,1,0,1,1,1,1
000-84-7219,0,1,1,0,1,1,0,1,0,1
000-64-7364,1,0,0,0,0,1,0,0,0,0
000-30-8321,1,0,1,0,1,0,0,1,1,1
000-08-4225,0,0,1,1,1,0,0,1,0,0
000-15-6394,0,1,1,1,0,0,1,1,0,1
000-64-1098,1,0,0,1,1,1,1,1,0,0
000-81-3031,0,0,0,1,0,0,1,0,0,1
000-53-7525,1,1,1,0,1,1,1,1,1,1
000-17-7174,1,1,1,0,0,0,1,1,0,1
000-42-4942,0,0,0,0,0,1,0,0,0,0
000-76-7141,1,1,0,0,0,0,0,1,1,1
000-24-6142,0,0,0,0,0,1,0,0,1,1
000-99-8374,0,0,1,0,1,1,1,1,0,0
000-93-0975,1,1,1,0,0,1,1,0,1,1
000-42-5109,0,0,0,0,0,1,1,0,0,0
000-25-9252,1,0,0,1,1,1,0,0,1,1
000-82-4200,1,1,1,1,1,1,1,0,1,0
000-65-5262,0,0,0,1,1,0,0,0,0,0
000-01-5309,0,0,1,1,0,0,1,1,1,1
000-73-7211,1,0,0,0,1,0,1,0,1,0
000-99-1436,1,0,0,0,1,1,1,0,1,1
000-92-6281,0,1,1,0,0,0,0,0,1,1
000-88-0755,0,0,0,1,0,1,1,0,0,0
000-33-1286,0,0,0,1,1,0,1,0,1,0
000-46-9939,0,0,0,1,0,0,0,0,0,0
000-94-7778,0,0,0,1,1,0,1,1,1,0
000-28-3196,0,1,0,1,1,1,0,1,0,0
000-74-8132,1,0,1,1,0,0,1,1,1,0
000-52-0703,0,1,1,1,0,0,1,1,1,0
000-11-5552,1,0,1,0,1,0,1,0,1,0
000-32-8259,1,1,1,1,0,1,1,1,0,0
000-11-0485,1,0,0,1,1,0,1,1,1,0
000-16-8618,0,0,0,0,0,1,0,1,1,0
000-04-3396,1,0,0,0,0,1,1,0,0,1
000-74-4071,0,1,1,1,1,0,0,1,1,0
000-26-8142,0,0,1,1,0,0,1,0,0,0
000-65-4345,1,1,1,0,0,0,0,0,1,0
000-11-4506,0,0,0,0,1,1,0,0,0,1
000-94-6311,0,1,1,1,0,1,1,0,1,0
000-10-2189,0,0,0,1,0,0,1,1,0,1
000-97-9494,0,0,0,1,1,0,0,1,1,0
000-99-6745,0,0,1,0,0,1,0,1,1,0
000-88-6484,1,0,1,0,0,0,0,1,0,1
000-55-2811,0,0,0,1,1,1,1,0,0,1
000-95-2223,1,1,0,1,1,1,0,0,0,1
000-88-2818,1,0,0,0,1,1,1,0,0,1
000-03-6372,1,1,0,0,0,1,1,1,0,0
000-89-9104,1,1,0,0,1,0,0,0,1,1
000-59-3366,0,0,0,1,1,0,1,0,0,0
000-57-3184,0,0,1,0,0,0,1,1,0,1
000-07-4491,1,1,1,1,0,1,1,0,0,1
000-22-0460,1,1,0,0,0,0,1,0,0,1
000-43-6631,0,1,0,1,1,1,1,1,1,1
000-69-5477,0,1,1,0,1,1,1,0,1,1
000-28-3853,1,0,0,0,0,0,0,1,0,0
000-54-9372,1,1,1,0,1,0,1,1,1,1
000-46-1107,1,1,1,1,0,1,1,1,1,1
000-72-1694,0,0,0,1,1,1,0,0,0,1
000-62-0748,1,0,1,1,1,0,0,1,1,0
000-61-8252,1,0,1,0,0,1,1,1,1,1
000-39-4702,0,0,1,0,0,0,0,0,0,0
000-67-0662,1,1,1,0,0,0,1,0,0,1
000-40-8300,1,1,0,0,1,0,0,1,0,0
000-68-0795,1,0,1,0,0,0,1,0,0,0
000-23-8432,1,1,1,1,1,0,0,1,1,1
000-64-9228,0,1,1,0,1,0,0,1,0,0
000-63-2015,0,0,1,1,0,1,0,0,1,0
000-35-8646,1,1,0,1,1,1,1,1,0,0
000-34-2016,0,1,1,1,1,1,0,1,0,0
000-94-8222,0,0,0,0,1,1,1,1,1,1
000-20-6981,0,1,0,0,0,1,0,0,0,1
000-79-5512,1,1,0,1,0,1,0,0,1,0
000-40-9289,0,0,0,0,1,1,1,0,1,1
000-09-6959,0,0,0,0,1,1,1,1,1,1
000-28-8008,0,0,1,1,1,0,0,1,1,1
000-39-2596,1,0,0,1,1,0,0,1,1,1
000-62-7232,1,1,0,0,1,0,1,1,1,1
000-23-3799,1,0,0,0,1,0,1,0,0,0
000-37-3225,0,1,0,1,1,0,1,0,1,1
000-23-7792,1,1,1,1,1,0,1,0,0,0
000-08-6107,0,0,0,0,1,0,1,0,0,1
000-81-9944,0,0,0,0,0,0,0,0,1,0
000-93-8114,1,0,0,1,1,1,1,1,1,0
000-65-6442,0,1,0,1,0,0,0,0,1,0
000-36-1492,0,1,0,0,1,1,1,0,1,0
000-55-7587,1,1,1,1,1,1,0,1,0,1
000-32-8058,1,1,1,1,0,1,1,1,0,0
000-71-5551,1,0,0,0,1,1,0,1,1,1
000-94-4586,1,1,0,1,0,0,1,0,1,1
000-73-9997,0,0,0,0,1,0,0,0,0,0
000-92-8653,1,1,1,0,1,1,1,1,1,0
000-26-8897,0,0,1,0,0,0,0,0,0,0
000-80-9525,1,0,1,1,0,1,0,1,0,0
000-52-9289,0,1,1,1,0,0,1,0,1,0
000-32-1918,0,0,1,0,0,0,0,0,1,0
000-38-7898,0,0,1,1,0,0,0,0,0,0
000-63-2573,0,0,0,0,1,1,1,1,1,0
000-17-6923,1,0,0,1,0,1,1,0,0,0
000-31-3929,1,1,1,0,1,1,1,0,1,0
000-69-7348,0,1,1,1,1,0,0,0,1,1
000-03-0937,0,1,0,1,0,1,1,0,1,1
000-82-3018,1,1,1,1,1,1,0,0,1,0
000-68-8862,1,0,1,1,1,1,0,0,1,1
000-52-7691,0,0,1,1,1,1,0,0,1,0
000-37-3296,1,1,1,0,0,1,0,1,0,0
000-55-1457,1,0,1,0,0,0,1,1,0,1
000-00-6168,0,1,0,1,0,0,0,0,1,1
000-47-7569,1,1,0,0,1,1,0,0,0,1
000-80-5584,0,0,0,1,0,1,1,0,0,0
000-35-8428,0,0,1,0,0,0,0,0,1,1
000-57-9611,1,1,0,1,1,1,0,0,0,0
000-64-7014,0,1,1,0,0,0,0,1,0,0
000-09-5947,0,0,1,0,0,0,0,1,1,1
000-23-6335,1,1,1,0,0,0,1,1,0,0
000-59-6392,0,1,0,0,1,1,0,0,0,1
000-23-5703,1,1,1,0,0,1,0,0,1,1
000-21-8992,1,1,1,0,1,1,0,1,1,1
000-17-7528,1,0,1,0,0,1,1,1,1,1
000-67-7648,0,0,0,1,1,0,1,1,0,1
000-43-1300,0,1,0,0,1,0,0,1,0,0
000-96-0528,1,1,1,1,1,1,0,0,0,0
000-95-4308,0,0,1,1,1,0,1,0,0,0
000-21-1087,1,1,0,0,1,1,0,0,1,1
000-48-9306,1,0,0,1,1,1,0,0,1,1
000-35-6116,0,0,1,1,0,0,0,0,0,1
000-79-5950,1,1,0,1,0,1,0,1,1,1
000-87-0673,1,0,1,1,0,0,1,1,0,1
000-00-1374,1,1,1,1,1,1,1,1,0,0
000-42-5988,0,1,0,0,1,1,0,0,1,0
000-24-0605,1,0,0,0,1,0,0,0,1,0
000-11-0549,0,0,0,1,1,1,1,1,0,0
000-79-4988,0,1,0,0,0,1,0,0,0,1
000-24-9618,0,0,1,1,0,1,1,1,1,0
000-59-7067,1,1,1,1,1,0,1,0,1,1
000-86-8216,0,0,0,1,0,1,1,0,1,0
000-77-5645,0,1,1,0,0,1,1,1,0,0
000-58-5391,1,1,1,0,1,0,1,0,1,0
000-08-2356,1,0,1,1,1,1,1,0,0,0
000-23-2688,0,1,1,1,0,0,1,1,0,0
000-41-0851,1,0,1,1,1,0,0,1,1,1
000-06-7812,0,1,0,1,0,1,0,0,1,0
000-92-8068,1,1,0,1,1,1,1,0,1,1
000-15-9012,0,0,1,0,0,0,1,0,1,1
000-45-9062,0,0,0,1,0,0,1,0,1,1
000-84-7813,1,0,1,0,0,0,1,1,1,1
000-23-9190,1,1,1,1,0,1,0,0,1,0
000-69-0001,1,1,0,1,1,1,0,1,0,0
000-52-8315,1,1,1,0,1,0,0,1,0,1
000-96-8786,1,1,0,1,0,0,0,0,1,0
000-83-5540,1,0,1,1,1,1,0,0,1,1
000-46-7168,0,0,1,0,0,1,1,1,0,1
000-45-4405,1,0,0,1,1,0,1,0,1,0
000-49-2973,0,1,0,0,1,0,1,0,0,1
000-27-5540,0,0,0,0,0,1,0,0,0,1
000-80-0732,1,1,0,1,0,0,1,1,0,1
000-60-7339,0,0,0,0,1,0,0,1,0,1
000-30-5507,1,0,0,0,0,0,0,1,1,0
000-47-3175,0,1,0,0,0,1,1,1,0,1
000-77-6742,0,0,1,1,1,1,1,1,1,1
000-63-0133,1,1,0,1,1,1,0,1,1,1
000-50-8545,0,0,0,0,0,1,1,1,1,1
000-79-2452,0,1,0,0,0,0,1,1,0,1
000-65-9448,1,1,1,1,1,1,0,0,1,0
000-61-2299,1,0,1,0,0,0,0,1,1,1
000-07-8879,0,0,0,0,0,1,1,1,0,0
000-94-6401,0,0,1,0,0,1,1,1,0,0
000-32-5167,0,0,0,1,1,1,0,0,0,1
000-31-0367,1,0,0,1,0,0,0,1,1,0
000-88-6375,0,0,1,0,0,0,0,0,0,1
000-93-8783,0,0,1,1,0,1,0,0,0,1
000-85-3310,1,0,1,1,1,1,0,0,0,0
000-26-4836,1,0,0,0,0,1,1,1,0,1
000-93-0658,0,1,1,0,0,0,0,1,1,0
000-50-8358,1,0,0,0,1,1,1,0,1,1
000-48-9284,0,1,1,0,1,0,0,1,1,0
000-14-5577,0,0,0,0,0,1,1,0,0,0
000-54-1973,0,1,1,1,1,1,0,0,1,0
000-48-9762,1,0,1,1,0,1,1,1,0,1
000-48-0721,0,1,0,0,0,0,1,1,1,1
000-13-1416,1,1,1,1,0,0,1,1,0,0
000-92-9059,1,1,0,0,0,1,0,1,1,0
000-07-2865,1,0,0,0,0,1,1,0,1,0
000-51-5952,0,1,1,1,1,1,0,0,1,0
000-04-7518,1,1,1,1,0,1,1,0,1,1
000-44-6687,0,0,1,1,0,0,1,0,1,1
000-79-0063,0,0,0,0,1,0,0,0,0,0
000-53-8168,1,1,0,0,0,0,0,1,1,1
000-53-2727,1,1,1,1,0,0,1,0,0,0
000-28-0620,0,0,0,1,1,1,0,0,1,1
000-02-5571,0,1,0,0,0,0,0,0,0,0
000-49-6969,1,0,1,0,1,1,0,0,0,0
000-05-8884,1,0,0,1,1,1,1,0,0,0
000-33-7353,1,1,1,0,1,1,1,1,0,1
000-36-3575,1,1,1,1,0,0,1,1,0,0
000-21-4199,0,0,1,0,0,1,0,0,0,0
000-31-6881,0,0,1,1,0,0,1,0,0,1
