SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-72-5900,0,1,0,0,1,0,1,0,1,1
000-77-1533,0,0,0,0,1,1,0,0,1,1
000-90-0064,1,0,1,1,0,1,1,0,0,0
000-81-6584,1,0,0,1,0,1,1,1,1,0
000-61-5924,0,0,1,0,0,0,1,0,0,1
000-55-7256,1,1,0,0,0,1,0,0,1,1
000-39-0037,0,0,1,1,0,1,1,1,0,1
000-61-3910,0,0,0,1,0,1,1,1,1,0
000-66-6875,1,1,1,0,1,0,1,0,0,0
000-92-7325,1,0,1,0,0,1,0,1,1,0
000-27-0077,1,1,1,1,0,1,0,1,1,0
000-27-5809,0,0,1,0,0,0,1,1,0,0
000-79-9290,0,0,1,1,1,1,0,0,1,0
000-81-9390,1,0,0,1,0,1,0,0,0,0
000-82-2356,0,0,1,1,0,1,0,0,1,1
000-65-6319,0,1,0,1,1,0,1,1,0,0
000-78-1895,0,1,0,0,0,0,1,1,0,1
000-05-6407,0,1,0,0,0,0,1,1,0,0
000-19-0840,1,0,0,0,0,0,0,1,1,0
000-07-3820,0,1,0,1,1,1,1,1,1,1
000-61-8083,1,1,1,1,0,0,0,0,1,0
000-54-8150,1,1,0,0,0,1,1,0,1,0
000-50-8441,0,1,1,0,0,1,1,0,1,0
000-08-6554,0,1,1,1,1,0,1,0,0,1
000-63-6119,0,0,0,1,1,1,1,0,0,0
000-20-6242,1,1,0,0,1,1,0,0,0,1
000-70-3592,1,1,1,0,1,0,0,1,1,0
000-04-5374,0,0,1,1,0,1,0,1,0,0
000-05-9809,1,1,0,1,1,1,0,1,0,1
000-21-7915,1,1,1,0,1,1,0,1,0,1
000-11-4401,1,0,1,0,1,0,0,0,1,0
000-91-8842,1,0,0,1,1,1,1,0,1,1
000-43-5791,0,1,0,1,0,0,1,1,1,1
000-15-9422,1,0,1,0,0,1,1,0,0,0
000-88-2381,0,0,0,0,1,0,0,0,1,0
000-41-0427,1,1,1,0,0,0,1,0,0,1
000-22-6990,1,0,1,1,0,1,1,1,0,0
000-54-2200,0,0,0,0,1,0,0,0,1,0
000-64-9972,1,1,0,1,1,1,0,0,0,1
000-60-5175,1,1,1,1,1,1,0,1,0,0
000-93-3263,0,0,1,1,1,1,0,1,0,0
000-65-5669,1,0,1,1,1,0,0,0,0,0
000-56-4095,0,0,0,0,0,0,1,1,0,1
000-88-1174,0,0,1,1,0,0,1,0,1,1
000-30-2114,1,0,1,1,1,1,0,1,1,0
000-91-1081,0,0,0,1,1,0,0,0,0,1
000-61-6224,0,1,1,0,0,0,1,1,0,0
000-74-6976,1,1,0,0,0,1,0,1,1,0
000-97-1319,1,1,1,0,1,0,1,0,1,0
000-83-0271,0,1,1,1,0,0,0,1,0,0
000-31-6494,0,0,0,0,1,0,1,1,0,1
000-63-2606,1,0,1,0,0,1,0,1,1,1
000-59-6706,1,1,1,0,1,1,0,0,0,0
000-20-5710,0,0,1,0,0,1,0,0,0,1
000-06-8275,0,0,1,0,1,1,1,1,0,1
000-97-1522,0,1,0,0,1,0,0,1,0,1
000-53-5730,0,1,1,1,1,0,1,0,1,1
000-20-8956,0,0,0,1,1,1,0,1,1,0
000-46-6919,1,0,0,0,0,0,1,0,1,0
000-93-2356,1,1,1,0,1,1,1,1,1,0
000-85-4419,0,1,0,1,0,0,1,0,1,1
000-18-1115,1,0,1,1,0,0,0,0,1,0
000-16-5344,1,1,1,0,1,1,1,0,1,0
000-02-7809,1,0,1,0,1,0,0,1,0,1
000-13-8054,0,1,1,0,1,1,0,0,1,1
000-15-6062,0,0,0,0,0,1,1,1,0,0
000-76-5858,0,1,1,0,1,0,1,1,1,1
000-92-8616,1,0,1,0,0,1,1,0,0,1
000-48-3107,0,0,0,1,1,0,0,0,1,0
000-98-2813,1,1,0,0,0,0,1,1,1,0
000-62-7128,0,1,0,0,0,0,0,0,0,1
000-99-9334,1,0,0,1,0,0,0,1,0,0
000-49-8209,0,0,0,1,0,0,0,1,1,1
000-34-4834,1,1,1,0,1,1,0,0,1,0
000-82-4897,0,0,1,1,0,0,1,0,1,0
000-50-8228,0,1,0,0,1,0,1,1,1,0
000-61-4183,1,1,0,1,1,0,0,0,1,0
000-04-3484,1,1,1,1,0,0,1,1,1,0
000-86-4190,1,1,1,1,1,0,0,1,0,0
000-27-0755,1,1,0,1,0,0,1,1,1,1
000-98-8123,1,1,0,1,0,0,1,0,1,0
000-98-3342,0,0,1,0,0,0,1,0,1,0
000-20-4587,0,0,1,0,0,1,0,1,0,0
000-75-5667,0,1,1,0,0,0,1,0,1,0
000-05-6352,1,1,1,1,0,1,1,1,1,0
000-97-0627,1,1,1,0,0,0,0,1,1,0
000-52-1067,0,1,0,0,0,1,0,1,1,0
000-79-8712,1,0,0,1,0,0,0,1,1,0
000-84-9192,1,0,1,0,1,0,0,0,1,0
000-27-9340,1,0,1,1,0,0,0,1,0,1
000-68-2660,0,1,1,1,0,0,1,0,0,0
000-95-4437,0,1,0,1,0,1,1,1,0,1
000-87-4749,0,0,1,0,1,0,1,1,0,1
000-32-0583,0,0,0,0,0,0,1,1,1,0
000-65-6827,0,1,0,1,0,1,1,0,1,0
000-68-4715,1,0,1,0,1,0,1,0,0,0
000-35-4469,1,0,0,0,1,0,1,1,1,1
000-40-2679,0,0,1,1,1,0,1,0,0,1
000-88-0689,1,1,0,0,1,0,1,0,0,1
000-50-7079,0,1,1,0,1,1,0,1,0,1
000-09-2485,0,0,0,1,0,1,0,0,0,0
000-52-0698,1,0,0,1,0,1,1,0,1,0
000-40-6097,1,0,1,0,1,0,0,0,0,1
000-94-2896,0,1,0,0,0,1,0,1,0,1
000-82-8598,0,1,0,0,1,1,0,0,0,1
000-13-0493,1,1,0,0,0,0,1,0,0,1
000-58-4790,1,1,0,1,0,1,0,1,0,1
000-67-2859,1,0,0,1,1,0,0,0,1,0
000-63-1142,1,0,0,0,0,0,0,1,1,0
000-46-6201,1,1,0,0,1,0,1,1,0,0
000-53-9733,1,0,1,0,1,1,0,0,0,1
000-18-9114,1,0,1,1,1,0,0,1,1,0
000-83-1711,1,1,1,0,1,0,1,0,0,1
000-75-4922,1,0,1,0,1,0,0,0,0,1
000-19-5166,0,1,1,1,1,1,0,0,1,0
000-91-9699,0,0,0,1,0,1,0,1,1,1
000-01-0203,0,0,0,0,1,0,0,1,0,0
000-75-9191,1,0,1,1,1,0,1,0,0,0
000-01-2659,0,0,1,0,1,0,1,1,0,0
000-33-2413,1,0,0,0,1,1,0,1,1,1
000-78-4283,1,1,0,0,1,0,1,1,0,1
000-84-2264,0,0,0,1,1,0,0,1,1,1
000-50-2094,0,0,1,0,1,0,1,0,0,0
000-26-3128,1,0,1,1,0,1,0,1,0,0
000-48-8704,0,0,1,1,0,0,0,0,1,0
000-42-5285,1,0,1,0,1,1,1,1,0,0
000-41-2540,1,0,0,1,1,1,1,0,1,1
000-00-9257,1,0,0,1,1,1,1,1,0,1
000-53-6001,1,0,0,0,0,1,1,0,0,1
000-28-0672,1,1,1,1,0,1,0,0,1,1
000-79-3348,1,1,0,1,0,0,0,1,0,1
000-52-7934,0,1,1,0,1,0,0,1,0,1
000-53-1644,0,0,1,1,1,0,1,1,1,0
000-24-0494,0,1,1,0,1,0,1,0,1,0
000-00-6910,1,1,1,0,0,0,1,0,1,1
000-79-5182,1,0,0,1,0,1,1,0,1,0
000-56-2333,1,0,0,1,0,1,0,1,1,1
000-62-6057,1,0,1,0,1,0,1,1,1,0
000-30-4777,1,0,1,0,1,0,1,1,1,0
000-02-1431,0,0,1,0,0,0,1,1,1,0
000-22-4351,1,1,1,0,0,1,0,0,1,1
000-17-4862,0,1,1,1,1,1,1,0,0,0
000-12-6121,0,1,0,0,1,0,0,1,0,0
000-01-2616,1,0,0,1,1,0,1,0,1,0
000-77-5645,0,0,1,1,1,1,1,0,1,1
000-40-5730,0,0,0,0,1,1,0,1,1,0
000-84-5409,1,1,0,1,1,0,1,0,1,0
000-36-3913,1,0,1,0,1,0,0,1,0,0
000-40-5144,1,1,1,1,0,0,0,0,0,1
000-40-3159,1,0,1,0,0,0,1,0,0,1
000-72-6321,1,1,1,1,1,1,0,0,1,1
000-21-9545,1,1,1,1,0,1,0,1,1,1
000-64-2032,0,0,1,1,1,1,1,0,1,1
000-25-6895,0,0,1,0,1,0,1,1,0,1
000-71-5859,0,0,1,0,0,0,0,1,0,1
000-06-8479,0,0,0,1,0,0,1,1,0,1
000-25-8008,1,1,0,0,0,0,1,1,0,0
000-91-9450,0,0,0,1,1,1,1,0,0,1
000-96-5934,1,1,1,1,0,1,0,0,0,1
000-02-2201,1,1,1,0,1,0,0,0,0,1
000-38-9216,1,0,0,0,0,0,1,1,0,0
000-37-6694,0,1,0,1,1,0,1,0,0,1
000-58-7065,0,0,0,0,1,0,0,0,1,0
000-58-3117,1,1,1,1,1,0,1,0,1,1
000-87-1251,0,1,0,1,0,1,0,1,1,1
000-58-1265,0,1,0,0,0,1,1,1,1,1
000-65-0505,0,0,0,1,0,1,1,0,0,1
000-18-8510,0,1,1,0,0,0,0,1,1,1
000-00-6454,1,1,0,1,1,1,1,0,0,0
000-97-9591,0,0,0,1,0,1,1,1,1,0
000-31-8095,1,1,0,1,1,1,0,0,0,0
000-77-2115,0,0,1,0,1,0,1,0,1,0
000-54-0829,0,0,1,0,0,0,1,1,1,0
000-16-4312,1,1,1,1,1,1,1,0,0,0
000-93-6896,1,1,0,1,1,0,1,0,1,1
000-41-0606,0,1,0,0,1,0,1,0,0,0
000-62-5860,0,1,1,0,1,1,0,1,1,1
000-48-1851,1,0,1,1,1,1,1,1,0,1
000-38-9043,1,1,1,1,1,0,0,1,1,1
000-53-1843,1,0,0,0,0,1,0,1,1,0
000-62-8564,0,0,1,1,1,1,1,0,1,0
000-27-2984,0,0,1,0,1,0,1,1,0,1
000-74-7209,1,1,0,0,1,1,0,1,0,0
000-22-1522,1,0,0,0,0,1,0,0,0,0
000-51-6251,1,0,1,0,0,1,0,1,0,0
000-18-6323,0,1,0,1,1,1,1,1,0,0
000-33-1202,1,0,0,0,1,0,0,1,1,1
000-87-7485,0,0,1,1,0,1,0,1,1,1
000-79-5721,0,1,1,1,1,0,0,1,0,1
000-67-0086,1,0,1,1,0,1,1,0,0,0
000-29-6137,0,0,1,0,1,0,0,1,1,1
000-90-4843,1,0,0,0,1,0,0,0,1,1
000-12-5373,0,0,1,1,0,1,1,1,1,0
000-18-8466,1,1,0,1,0,1,0,1,0,0
000-82-8153,1,1,0,1,1,1,1,0,1,0
000-30-3237,1,1,0,0,0,0,0,1,1,1
000-98-2814,1,0,0,1,1,1,0,1,0,1
000-95-3790,1,1,1,0,0,1,1,1,1,1
000-48-0846,0,1,0,1,1,1,1,0,1,1
000-15-3429,1,1,1,1,1,1,0,1,0,0
000-03-9360,0,1,0,0,1,0,0,1,0,1
000-82-7357,1,0,1,1,1,0,1,0,0,1
000-31-7126,1,1,1,0,0,1,1,0,1,0
000-81-7226,1,0,1,0,0,1,1,1,1,1
000-73-5535,0,0,0,1,0,1,1,0,0,1
000-94-3160,1,1,0,1,0,0,1,1,1,0
000-42-2628,1,1,1,1,1,0,0,1,1,1
000-24-3604,0,0,1,0,0,1,0,1,0,0
000-09-9305,0,1,0,1,0,0,0,1,1,0
000-14-1119,1,1,0,0,1,0,1,1,1,0
000-05-8216,0,0,1,0,0,0,0,0,0,0
000-05-1646,0,1,1,1,0,1,0,0,0,0
000-94-3559,0,1,0,1,1,1,1,0,0,0
000-36-9191,0,1,0,1,0,0,1,1,1,0
000-16-3808,1,0,1,0,0,0,0,1,0,1
000-63-8543,1,0,0,1,0,1,0,1,1,1
000-16-3464,0,1,1,1,1,0,1,1,1,0
000-91-1118,0,1,0,0,1,0,1,1,1,1
000-74-7305,1,1,0,0,1,0,1,1,1,0
000-79-7143,0,0,1,1,1,1,0,0,0,1
000-29-2506,0,0,0,0,0,0,1,1,1,0
000-10-1813,1,1,0,0,0,1,0,0,0,0
000-42-5342,0,0,1,1,0,1,0,0,1,1
000-66-4374,1,0,0,1,1,1,0,1,1,1
000-23-5751,1,0,1,0,1,0,0,0,0,1
