SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-77-6768,1,1,1,1,0,0,1,1,0,1
000-66-9123,0,1,1,1,0,0,1,1,1,1
000-21-1893,0,1,0,1,0,0,1,0,1,1
000-59-1812,1,0,0,0,0,1,1,1,1,1
000-16-1022,1,1,1,0,0,0,0,1,0,1
000-55-2210,0,0,0,1,0,1,0,1,1,1
000-39-8135,1,1,0,1,1,0,0,0,1,0
000-66-1280,0,0,0,1,0,1,0,0,0,0
000-98-7481,1,1,0,0,0,0,0,1,1,0
000-14-2130,0,1,0,1,1,0,0,0,1,1
000-70-9610,0,1,1,0,1,0,1,1,0,1
000-09-9632,1,1,0,0,1,1,1,0,1,0
000-49-6331,0,1,1,0,0,0,0,1,1,1
000-13-8939,1,0,0,0,0,1,0,0,1,1
000-02-5323,0,0,1,1,0,0,1,0,1,1
000-52-4576,0,0,0,0,1,0,1,0,0,0
000-87-2835,1,1,1,1,0,0,1,1,0,1
000-53-5603,0,1,0,0,0,0,0,0,1,0
000-32-5161,0,1,0,0,0,0,1,1,0,1
000-64-0586,1,1,1,0,1,1,0,0,1,0
000-15-7864,0,0,0,0,1,1,1,0,0,0
000-11-3363,0,1,0,1,1,1,0,0,0,0
000-42-7028,1,1,1,0,0,1,1,0,0,1
000-13-4572,1,0,1,0,0,0,0,0,0,1
000-37-4492,1,1,0,1,0,0,0,0,1,1
000-55-6080,1,0,0,0,0,0,0,0,1,0
000-13-2421,1,0,1,0,0,0,0,0,0,0
000-87-5632,1,1,0,1,1,1,1,0,0,1
000-45-8590,1,0,0,0,0,0,0,0,0,1
000-06-3612,0,0,1,0,1,0,1,1,0,0
000-24-2888,1,1,0,0,0,0,1,1,1,1
000-70-2795,1,0,1,1,1,0,0,0,1,1
000-81-1778,0,1,0,1,0,0,1,0,1,0
000-50-4404,0,0,1,1,0,1,0,1,0,0
000-56-7553,1,0,1,1,1,1,0,1,1,0
000-93-7907,0,0,1,1,1,1,1,1,1,0
000-69-9957,1,1,0,1,1,0,0,1,1,1
000-38-4223,1,0,1,1,1,1,1,1,0,1
000-90-2899,0,1,0,1,1,0,0,0,0,0
000-77-3480,1,1,1,1,1,1,1,1,1,1
000-79-0862,0,0,1,1,1,1,1,1,0,1
000-41-5364,0,1,0,0,1,0,0,1,0,0
000-83-2231,1,0,0,1,1,0,0,1,1,0
000-30-6109,1,0,1,1,1,1,1,0,1,1
000-83-1594,0,0,1,1,0,0,0,0,0,1
000-16-5974,0,1,0,1,0,0,0,0,1,1
000-31-6720,0,0,0,0,1,0,1,1,0,0
000-84-9798,0,0,1,1,1,0,0,0,0,1
000-11-7290,0,1,0,0,0,1,1,1,1,1
000-43-4647,0,1,1,0,0,1,0,1,0,0
000-85-9393,1,1,1,1,0,1,1,1,1,1
000-82-7288,0,0,1,1,1,0,0,1,1,1
000-95-4701,0,1,1,0,0,1,1,1,0,1
000-98-5592,0,1,1,1,0,1,0,0,1,1
000-17-7555,0,1,0,0,1,0,0,1,1,0
000-09-9291,0,0,1,1,0,0,0,1,1,1
000-51-6403,0,1,0,0,1,0,0,0,0,0
000-97-4068,1,0,1,1,0,0,0,0,0,0
000-39-1059,1,0,1,1,1,0,1,0,1,1
000-97-4448,0,0,1,0,1,1,0,0,0,0
000-84-5908,1,1,1,1,0,1,1,1,1,1
000-98-2704,0,0,1,1,0,1,0,0,1,0
000-26-9446,0,1,1,1,1,0,0,0,0,0
000-26-8221,1,0,1,0,0,0,1,0,0,1
000-81-1855,0,1,1,0,0,1,0,1,1,1
000-20-0716,1,1,1,0,0,0,0,0,1,1
000-27-1904,1,1,1,1,1,1,1,1,1,1
000-16-8620,1,1,0,0,0,0,0,1,0,0
000-66-5629,1,0,0,1,1,1,0,0,0,1
000-65-6242,1,1,1,1,1,0,0,1,1,0
000-39-9772,1,0,1,0,0,0,0,0,1,1
000-27-0950,0,0,1,0,1,0,0,1,0,1
000-64-6402,1,0,1,1,0,1,1,1,1,1
000-54-2401,1,0,1,0,0,1,0,0,1,1
000-68-3305,0,1,1,0,0,1,1,0,0,1
000-32-1283,1,0,0,0,1,0,1,0,0,1
000-50-9645,0,0,1,1,0,0,0,1,1,1
000-45-5212,1,1,1,1,1,0,1,1,1,1
000-80-2257,0,1,0,0,0,1,1,0,1,1
000-83-2540,0,1,0,0,0,0,0,0,0,1
000-68-4241,0,0,0,1,0,1,1,1,1,0
000-77-1232,1,1,0,0,0,1,0,1,0,1
000-36-3879,0,0,0,0,1,1,0,1,0,1
000-30-2333,1,1,1,1,1,1,0,1,1,1
000-60-1110,1,1,0,0,1,0,1,0,1,0
000-73-7831,1,0,0,0,0,1,1,1,1,1
000-90-3827,0,1,0,1,0,0,1,1,1,1
000-16-3721,0,0,1,0,1,1,0,1,0,0
000-93-9791,1,1,0,0,0,1,1,0,1,0
000-87-8763,0,1,0,1,1,0,1,1,0,1
000-79-2475,1,1,0,1,0,1,1,0,0,0
000-71-8540,0,0,1,1,1,1,0,1,0,0
000-63-3145,1,0,1,0,0,1,1,0,0,1
000-58-2359,1,0,1,1,1,0,0,0,0,1
000-02-8765,0,1,1,0,1,1,0,0,0,1
000-34-8040,1,0,0,0,0,1,1,0,0,1
000-29-0143,1,1,0,1,0,0,1,1,1,0
000-86-4180,1,1,1,0,0,0,0,0,0,1
000-21-8784,0,0,0,1,0,0,0,0,0,1
000-27-2430,1,1,0,1,0,1,1,0,0,1
000-15-6543,0,0,1,0,0,1,1,0,0,0
000-36-4070,0,0,0,1,0,1,1,1,0,1
000-21-3391,0,0,1,1,0,1,1,0,1,0
000-81-2842,0,1,1,0,0,0,0,0,1,1
000-48-0212,1,1,0,1,1,0,1,0,1,1
000-96-4811,0,1,0,1,1,1,1,1,0,1
000-82-7525,1,0,0,1,0,1,1,0,0,0
000-78-1752,0,1,0,1,1,1,1,1,0,1
000-79-1580,1,0,0,1,0,1,1,0,0,1
000-51-9476,1,0,0,1,0,1,0,0,1,0
000-53-4795,0,1,0,1,0,1,0,0,0,1
000-71-9569,0,0,0,1,1,1,0,0,1,1
000-84-3726,0,1,1,0,0,0,1,1,1,1
000-98-3721,0,0,1,1,1,1,1,1,1,1
000-72-1675,0,0,1,0,0,1,0,0,1,1
000-72-4465,1,1,0,1,0,0,0,0,0,0
000-25-1381,1,1,1,1,1,1,0,1,1,0
000-53-3218,0,0,0,1,1,1,1,1,0,0
000-03-3525,0,1,0,0,0,0,0,0,1,0
000-37-7065,1,0,0,0,1,0,1,1,0,0
000-19-2454,0,0,1,1,0,1,1,1,0,0
000-10-8532,0,1,0,0,0,0,1,1,1,1
000-68-9657,0,1,1,1,0,1,0,0,1,1
000-91-5834,1,0,0,1,1,0,1,0,1,1
000-39-6161,0,1,1,0,0,1,0,0,0,1
000-31-3594,1,0,0,0,0,0,1,0,1,0
000-26-4336,0,1,0,1,0,1,1,0,0,0
000-02-2311,0,1,1,0,1,1,0,1,0,0
000-78-7457,1,1,0,1,0,1,0,1,1,1
000-84-1596,1,0,0,0,0,0,1,1,0,1
000-48-2977,0,0,1,1,0,0,1,1,0,0
000-64-3403,1,1,0,1,0,1,1,1,1,0
000-89-9922,0,0,1,0,1,0,1,0,0,1
000-31-9371,1,1,0,1,1,0,0,0,1,1
000-71-4286,1,1,0,1,1,1,1,1,0,0
000-71-7086,1,1,1,0,1,0,1,1,0,1
000-93-2112,0,0,0,0,1,0,1,0,0,1
000-11-7245,1,0,0,1,1,0,1,1,1,0
000-95-1054,0,0,1,0,0,0,1,1,0,1
000-98-1165,0,1,0,0,1,1,0,1,1,1
000-53-6464,0,0,0,1,1,1,0,0,0,1
000-20-5920,1,0,1,1,0,1,1,0,1,0
000-92-0589,1,1,1,0,1,0,0,0,0,0
000-50-0175,0,1,0,1,1,1,1,0,0,0
000-47-6032,0,0,0,1,0,1,1,1,0,0
000-54-8943,0,1,0,0,1,0,1,0,1,1
000-57-5857,1,1,0,0,0,1,1,0,1,1
000-51-6775,0,1,0,1,0,0,1,1,1,1
000-02-4623,1,1,1,0,1,1,1,0,0,1
000-68-6631,1,1,1,1,1,0,0,1,0,0
000-56-8160,1,0,1,1,0,0,0,0,1,0
000-80-3477,0,0,0,1,0,1,0,0,0,0
000-04-5277,0,0,1,1,0,1,0,1,1,1
000-14-8155,1,0,1,0,0,0,0,0,1,0
000-02-8050,1,1,1,1,1,1,0,0,0,0
000-42-1476,0,1,1,1,1,1,1,0,0,1
000-67-6639,1,1,0,1,1,1,0,0,0,0
000-19-9573,1,1,1,1,1,0,0,0,0,0
000-83-9923,0,0,1,1,1,1,1,0,0,1
000-79-4499,0,1,0,1,0,1,0,1,1,1
000-06-2052,1,1,1,1,1,1,1,0,1,1
000-58-7131,1,1,1,0,0,1,0,0,1,0
000-04-0730,1,0,1,0,1,0,0,0,0,1
000-41-7507,1,0,0,1,1,1,1,1,0,0
000-62-2500,0,0,1,0,1,1,0,1,0,0
000-35-6202,0,0,1,1,0,0,0,0,1,1
000-96-8666,1,1,0,1,0,0,1,1,1,1
000-60-8662,1,0,0,1,0,1,1,1,0,1
000-95-4783,1,1,1,1,1,0,0,1,1,0
000-52-4314,1,0,0,0,1,0,1,0,0,0
000-77-2998,1,1,1,1,1,1,0,1,0,1
000-69-5064,1,0,0,0,0,0,1,1,0,0
000-18-2840,1,1,0,1,0,0,1,1,1,1
000-64-4774,1,1,0,1,0,0,0,1,1,0
000-27-3265,0,1,1,1,1,1,0,0,1,0
000-73-3969,0,0,1,0,0,1,0,1,1,0
000-18-7247,1,0,1,1,1,0,1,1,1,1
000-08-5067,1,0,0,0,1,0,1,0,0,1
000-88-7509,0,1,1,0,0,1,0,1,0,0
000-63-5734,1,0,1,1,0,0,0,0,0,1
000-63-6333,1,0,1,1,1,0,1,1,0,0
000-77-8878,1,1,0,1,0,1,0,0,1,1
000-35-3283,0,0,0,0,1,0,0,0,1,1
000-17-3534,1,0,1,1,0,0,1,0,1,1
000-32-4767,0,0,1,1,0,0,1,1,1,1
000-59-4622,0,1,1,1,1,1,1,0,1,0
000-45-3453,0,1,0,0,1,0,1,1,1,1
000-48-9163,1,0,1,0,1,0,1,0,0,1
000-65-6401,1,0,0,0,1,1,0,0,0,0
000-54-9536,1,1,1,0,1,1,0,1,0,1
000-85-9823,1,1,1,0,1,0,0,0,1,0
000-12-8192,1,0,1,0,1,1,1,0,0,0
000-59-3679,1,1,0,1,0,0,1,0,0,0
000-60-6007,1,0,0,1,0,1,1,1,0,0
000-78-2599,0,1,1,0,0,0,0,1,1,0
000-45-0327,0,0,1,1,0,1,0,1,0,0
000-66-4229,0,1,1,1,0,1,1,0,1,1
000-38-4501,0,0,0,0,1,1,0,0,0,0
000-67-5834,0,1,1,1,1,0,0,0,1,0
000-89-3652,0,1,1,0,1,0,0,1,1,1
000-07-5760,1,1,1,1,0,0,1,0,1,1
000-15-1004,0,0,1,0,0,0,0,1,0,1
000-96-1456,1,0,1,0,0,1,0,1,0,1
000-96-6304,0,1,0,0,1,1,1,0,1,1
000-57-4031,0,1,0,1,1,0,1,1,1,0
000-42-9623,1,0,0,1,0,0,1,1,0,1
000-46-5094,1,0,1,0,1,1,0,1,1,0
000-49-3906,1,0,0,1,1,0,1,0,1,0
000-92-5664,1,1,1,0,1,1,1,1,1,0
000-01-9979,0,1,1,0,1,1,0,1,0,0
000-32-3574,1,0,0,1,1,0,0,0,1,0
000-10-0147,1,0,0,0,1,1,1,0,0,0
000-00-7887,1,0,0,0,1,1,1,0,1,1
000-70-3871,1,1,1,1,0,1,1,0,1,1
000-85-5606,1,1,1,1,1,1,1,1,1,1
000-21-3488,1,0,0,0,1,0,0,0,0,1
000-58-5853,0,1,1,1,1,0,1,1,1,1
000-68-3139,1,0,0,1,1,1,0,1,1,1
000-83-4216,1,0,0,1,1,1,1,0,0,0
000-94-4177,1,0,1,1,1,1,0,1,0,0
000-51-7341,0,0,1,0,1,1,0,0,1,1
000-69-5760,0,0,1,0,1,0,1,0,0,1
000-85-8894,0,0,1,1,1,0,1,0,0,1
000-64-2888,0,0,0,0,1,0,0,0,0,1
000-17-4717,0,0,1,0,1,0,0,1,0,1
000-02-7511,1,1,0,1,1,0,1,1,0,0
000-42-9368,0,0,1,0,0,1,1,1,1,0
000-81-5506,1,1,1,0,1,1,0,0,0,1
000-65-8440,0,1,0,1,0,1,0,1,1,0
000-08-0030,1,1,0,0,1,0,1,0,1,1
000-44-2039,0,0,1,1,1,0,1,0,1,0
000-49-4431,1,0,0,1,0,1,0,0,0,1
000-22-3360,1,0,1,1,0,1,0,0,0,1
000-59-0987,1,0,1,0,1,1,0,0,0,0
000-67-2130,1,1,0,0,0,1,1,1,0,1
000-73-9344,1,0,1,0,1,1,0,1,1,0
000-94-3835,1,0,1,0,1,0,0,0,1,0
000-78-2312,1,0,1,1,1,0,1,1,1,1
000-82-0083,0,1,1,0,1,0,0,0,0,1
000-25-7594,1,0,0,0,0,0,0,1,1,0
000-01-4954,0,1,0,1,0,1,0,1,1,0
000-82-1746,1,1,0,0,1,1,1,1,1,1
000-12-6378,0,0,0,1,1,1,0,1,1,1
000-30-2892,1,1,0,0,0,0,0,1,0,0
000-43-1953,1,0,1,0,0,0,0,0,1,0
000-16-4576,1,1,1,0,0,1,1,0,0,0
000-10-0885,1,0,0,1,1,0,0,0,0,1
000-99-2683,0,0,1,0,1,0,0,0,0,1
000-85-9478,0,1,0,1,1,0,0,1,1,1
000-85-8728,0,1,0,1,1,0,0,0,1,1
000-39-2277,1,0,1,0,0,1,1,0,1,1
000-46-6767,0,0,1,1,1,0,1,1,1,1
000-57-3928,0,0,1,1,0,0,0,1,0,0
000-62-9522,0,0,0,1,0,1,0,1,0,0
000-64-1641,1,0,0,0,0,1,1,0,0,1
000-08-4102,1,0,1,1,1,0,0,1,0,1
000-00-9658,0,0,0,0,1,1,1,0,1,0
000-61-7132,0,0,1,1,0,0,1,0,0,1
000-49-7164,1,1,0,0,1,0,0,0,0,0
000-60-3217,1,0,0,1,0,1,0,1,0,1
000-47-4084,1,1,1,1,1,1,0,1,1,0
000-51-3871,1,1,1,0,1,0,1,0,1,1
000-15-8740,1,1,1,1,0,0,1,1,1,0
000-34-1023,1,0,1,0,1,1,0,0,1,1
000-72-2928,1,0,1,0,0,1,1,0,0,1
000-49-3811,1,1,1,0,0,0,0,0,0,1
000-36-2588,1,0,0,0,0,1,0,1,1,1
000-71-2629,0,0,0,0,0,0,1,0,0,0
000-02-2311,1,0,0,1,1,1,0,0,1,0
000-95-5459,1,1,1,1,1,0,1,1,1,1
000-71-3970,0,1,0,0,0,1,0,1,1,1
000-64-5742,1,1,0,1,1,1,1,1,0,0
000-59-0178,0,0,1,0,1,1,0,0,1,0
000-24-3555,0,1,0,1,0,0,1,0,1,1
000-11-3510,0,1,1,0,0,0,1,0,0,0
000-25-6332,0,1,1,0,1,0,1,0,1,0
000-32-9319,1,1,0,0,0,0,1,1,0,0
000-75-2894,0,1,0,1,0,1,1,1,1,1
000-87-9269,0,0,1,1,1,0,1,0,0,1
000-07-4567,0,1,1,1,1,1,0,0,0,0
000-95-9471,1,0,0,0,1,0,1,1,1,1
000-87-3115,1,1,1,0,1,0,0,1,0,0
000-45-5040,0,0,1,1,0,0,0,1,1,1
000-26-3979,0,0,1,1,0,0,1,1,1,1
000-40-3650,0,0,0,0,0,1,0,1,0,1
000-09-6444,0,0,1,1,1,0,1,1,1,0
000-18-8794,1,0,1,0,1,1,0,0,1,0
000-32-8280,0,1,1,1,1,1,0,0,0,0
000-79-3013,0,1,0,1,1,1,0,0,0,1
000-54-6924,1,1,1,1,1,1,1,1,1,1
000-70-0383,1,0,1,1,0,1,0,1,1,1
000-15-3681,0,0,0,0,0,0,1,0,0,1
000-24-6549,1,0,1,0,0,1,1,1,1,1
000-26-2225,0,1,0,1,1,0,1,0,0,1
000-39-5393,1,0,0,0,1,1,1,0,1,0
000-10-8772,1,0,0,1,1,0,1,1,0,1
000-59-6884,0,0,1,1,1,0,1,1,0,1
000-11-7983,0,0,1,0,0,1,1,1,1,0
000-96-2225,0,0,0,1,1,0,1,1,0,1
000-34-6356,0,1,0,1,1,0,1,1,1,0
000-43-5353,1,1,1,1,0,0,1,0,1,0
000-23-4286,1,0,1,1,0,1,1,1,1,1
000-37-3531,0,0,0,0,1,0,1,0,0,1
000-51-8636,1,1,0,1,1,1,0,1,1,0
000-11-3768,0,1,1,1,1,1,0,1,0,1
000-91-1831,0,0,0,0,1,1,0,1,0,1
000-80-8737,0,0,0,1,0,0,1,1,1,0
000-16-9170,1,1,0,0,1,1,0,1,1,0
000-45-0679,0,1,1,1,1,1,0,0,1,1
000-33-9859,0,1,0,1,0,1,1,0,1,1
000-63-5051,1,0,0,0,1,1,1,0,0,0
000-21-8980,0,1,1,1,0,1,0,1,0,0
000-77-0191,1,1,0,0,1,1,1,0,0,0
000-37-5938,0,1,1,0,1,0,0,0,0,0
000-27-4029,1,0,0,1,1,1,1,0,0,0
000-03-3703,0,0,0,1,1,0,1,0,1,0
000-62-5501,0,1,1,0,1,0,0,0,0,1
000-24-6338,0,0,0,1,1,1,1,0,0,0
000-01-4817,1,1,1,1,0,1,1,0,1,1
000-28-8209,0,1,0,0,1,1,1,0,0,0
000-03-3008,1,0,0,0,1,0,0,0,1,0
000-46-2996,0,0,0,0,0,1,1,1,1,0
000-08-4657,0,1,1,1,1,0,1,1,0,1
000-67-4927,0,0,1,0,0,0,1,0,0,1
000-15-0987,1,1,1,1,0,0,1,0,0,1
000-47-0315,1,0,1,0,1,0,0,0,0,0
000-81-5898,1,0,1,1,1,0,1,1,1,1
000-05-6933,0,1,1,0,1,1,1,0,1,0
000-50-9251,0,0,0,1,1,0,0,1,1,1
000-58-3809,1,1,1,0,1,0,0,1,0,1
000-97-5155,0,0,1,1,0,1,1,1,0,1
000-37-5440,1,1,0,1,1,1,0,1,1,1
000-77-6892,0,0,1,0,1,1,1,1,0,1
000-27-5042,1,0,0,0,0,0,0,1,1,1
000-65-6310,1,1,1,1,1,0,1,0,1,0
000-79-7103,0,1,0,1,0,0,1,0,0,1
000-65-4047,0,0,0,1,1,1,0,1,0,1
000-67-6674,0,1,0,0,1,0,0,0,0,1
000-23-6956,0,0,0,1,0,0,0,0,1,1
000-10-7777,1,0,0,0,0,0,1,0,1,0
000-50-5048,0,0,1,1,1,1,0,0,1,1
000-56-9205,0,0,1,0,0,1,1,0,0,0
000-49-3967,0,1,0,1,0,1,0,0,0,1
000-59-6624,0,1,1,0,1,1,0,1,1,0
000-13-2038,1,0,0,1,1,1,1,0,0,0
000-38-6999,1,0,1,0,0,1,1,1,0,0
000-34-7576,0,0,1,0,0,0,1,1,0,0
000-34-0546,0,1,1,1,1,1,1,1,1,0
000-39-3850,1,1,1,1,0,1,1,0,0,0
000-85-2195,1,1,1,0,0,0,0,1,0,0
